EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,target,retirementDate,retirementType,resignationReason
1154,25,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3.0,3.0,0,,No,No
1155,30,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2.0,3.0,0,,No,No
1156,25,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3.0,3.0,0,,No,No
1157,47,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2.0,3.0,0,,No,No
1158,33,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3.0,3.0,0,,No,No
1159,38,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3.0,3.0,0,,No,No
1160,31,Travel_Rarely,Research & Development,10,4,Medical,Female,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3.0,3.0,0,,No,No
1161,38,Travel_Frequently,Research & Development,1,4,Other,Male,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3.0,3.0,0,,No,No
1162,42,Travel_Rarely,Research & Development,6,3,Medical,Male,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1.0,3.0,0,,No,No
1163,41,Travel_Rarely,Sales,2,2,Medical,Male,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1.0,3.0,0,,No,No
1164,47,Non-Travel,Research & Development,21,2,Medical,Male,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2.0,3.0,0,,No,No
1165,35,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2.0,3.0,0,,No,No
1166,22,Travel_Rarely,Human Resources,12,1,Human Resources,Male,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3.0,3.0,0,,No,No
1167,35,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3.0,4.0,0,,No,No
1168,33,Travel_Rarely,Sales,3,4,Medical,Male,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2.0,3.0,0,,No,No
1169,32,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3.0,3.0,0,,No,No
1170,40,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2.0,3.0,0,,No,No
1171,32,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3.0,3.0,0,,No,No
1172,39,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
1173,38,Travel_Rarely,Sales,20,4,Medical,Female,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2.0,3.0,0,,No,No
1174,32,Travel_Rarely,Research & Development,18,3,Life Sciences,Male,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
1175,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3.0,3.0,0,,No,No
1176,25,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3.0,4.0,0,,No,No
1177,52,Non-Travel,Research & Development,2,4,Other,Male,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3.0,3.0,0,,No,No
1178,44,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3.0,3.0,0,,No,No
1179,21,Travel_Rarely,Sales,10,5,Medical,Male,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3.0,3.0,0,,No,No
1180,39,Non-Travel,Research & Development,3,4,Life Sciences,Female,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4.0,3.0,0,,No,No
1181,23,Travel_Frequently,Research & Development,2,4,Life Sciences,Female,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3.0,3.0,1,2016-01-05,Resignation,Salary
1182,36,Travel_Rarely,Research & Development,24,3,Life Sciences,Female,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3.0,3.0,0,,No,No
1183,36,Travel_Frequently,Research & Development,16,1,Medical,Male,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2.0,3.0,0,,No,No
1184,56,Non-Travel,Research & Development,8,1,Life Sciences,Male,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2.0,4.0,0,,No,No
1185,29,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3.0,4.0,1,2016-12-14,Resignation,Stress
1186,42,Travel_Rarely,Research & Development,17,1,Life Sciences,Male,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2.0,4.0,0,,No,No
1187,56,Travel_Rarely,Sales,10,4,Other,Male,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3.0,4.0,1,2016-03-23,Resignation,Others
1188,41,Travel_Rarely,Research & Development,13,4,Life Sciences,Female,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4.0,3.0,0,,No,No
1189,34,Travel_Rarely,Sales,1,3,Medical,Female,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3.0,3.0,0,,No,No
1190,36,Non-Travel,Sales,1,1,Medical,Female,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3.0,3.0,0,,No,No
1191,41,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
1192,32,Travel_Rarely,Sales,9,4,Life Sciences,Female,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,4.0,1.0,3.0,3.0,3.0,0,,No,No
1193,35,Travel_Rarely,Research & Development,16,3,Medical,Female,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
1194,38,Travel_Rarely,Research & Development,23,3,Medical,Male,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,1.0,4.0,3.0,2.0,4.0,0,,No,No
1195,50,Travel_Frequently,Sales,4,2,Life Sciences,Female,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2.0,3.0,3.0,2.0,3.0,1,2016-11-18,Resignation,Salary
1196,36,Travel_Rarely,Research & Development,22,4,Life Sciences,Male,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2.0,2.728246013667426,2.0,2.0,3.0,0,,No,No
1197,45,Travel_Rarely,Sales,24,3,Life Sciences,Male,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4.0,3.0,3.0,4.0,3.0,0,,No,No
1198,40,Travel_Rarely,Sales,10,4,Life Sciences,Male,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3.0,3.0,2.7614364135407135,3.0,3.0,0,,No,No
1199,35,Travel_Frequently,Sales,7,2,Life Sciences,Male,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,3.0,3.0,4.0,2.0,4.0,0,,No,No
1200,40,Travel_Rarely,Research & Development,17,4,Life Sciences,Male,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
1201,35,Travel_Rarely,Human Resources,14,1,Life Sciences,Male,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3.0,4.0,3.0,3.0,3.0,0,,No,No
1202,29,Travel_Rarely,Research & Development,1,3,Medical,Male,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,4.0,2.0,3.0,2.0,3.0,0,,No,No
1203,29,Travel_Rarely,Research & Development,5,3,Medical,Male,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,4.0,1.0,1.0,3.0,3.0,0,,No,No
1204,50,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,4.0,1.0,3.0,3.0,3.0,1,2016-05-27,Resignation,Salary
1205,39,Travel_Rarely,Sales,25,3,Medical,Male,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,2.0,4.0,2.0,4.0,3.0,0,,No,No
1206,31,Non-Travel,Research & Development,8,4,Life Sciences,Female,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,2.0,1.0,3.0,3.0,3.0,0,,No,No
1207,26,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,4.0,3.0,3.0,3.0,4.0,0,,No,No
1208,36,Travel_Frequently,Research & Development,5,1,Technical Degree,Male,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3.0,4.0,3.0,3.0,3.0,0,,No,No
1209,39,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,4.0,1.0,3.0,3.0,3.0,0,,No,No
1210,27,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,2.0,2.0,3.0,3.0,4.0,0,,No,No
1211,49,Travel_Frequently,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,4.0,2.0,2.0,2.0,3.0,0,,No,No
1212,34,Travel_Rarely,Sales,4,3,Medical,Female,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,2.0,3.0,4.0,3.0,3.0,0,,No,No
1213,41,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,2.0,4.0,1.0,3.0,3.0,1,2016-03-17,Resignation,Salary
1214,49,Travel_Frequently,Sales,1,4,Life Sciences,Female,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3.0,2.0,3.0,3.0,4.0,0,,No,No
1215,37,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,4.0,3.0,3.0,3.0,3.0,1,2016-01-11,Resignation,Salary
1216,33,Travel_Frequently,Research & Development,10,2,Medical,Male,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
1217,27,Travel_Rarely,Sales,5,4,Medical,Female,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,1.0,2.0,3.0,2.0,3.0,0,,No,No
1218,32,Travel_Frequently,Research & Development,9,2,Medical,Female,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,4.0,4.0,2.0,2.0,3.0,0,,No,No
1219,59,Travel_Rarely,Sales,2,2,Marketing,Female,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3.0,1.0,2.0,3.0,3.0,0,,No,No
1220,30,Travel_Rarely,Research & Development,11,4,Medical,Male,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
1221,38,Travel_Frequently,Sales,18,4,Life Sciences,Male,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
1222,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3.0,3.0,2.0,3.0,4.0,0,,No,No
1223,35,Travel_Rarely,Human Resources,3,4,Human Resources,Male,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,1.0,2.0,3.0,3.0,3.0,0,,No,No
1224,29,Travel_Rarely,Sales,29,4,Life Sciences,Male,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,4.0,3.0,3.0,2.0,3.0,0,,No,No
1225,31,Travel_Rarely,Research & Development,2,2,Medical,Male,2,Laboratory Technician,Divorced,39750,1.0,15,1,5.0,3,5,4,3,2.7236031927023947,3.0,2.0,3.0,3.0,0,,No,No
1226,34,Travel_Rarely,Research & Development,28,3,Technical Degree,Male,1,Laboratory Technician,Divorced,107930,0.0,11,3,3.0,1,2,1,2,2.0,4.0,3.0,2.0,3.0,0,,No,No
1227,28,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,5,Research Director,Single,100960,5.0,13,0,6.0,2,4,0,3,3.0,3.0,3.0,3.0,3.0,1,2016-02-19,Resignation,Others
1228,29,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,4,Laboratory Technician,Divorced,36460,1.0,14,0,10.0,3,10,8,8,2.0,1.0,3.0,4.0,3.0,0,,No,No
1229,32,Travel_Rarely,Human Resources,22,3,Human Resources,Female,2,Research Director,Divorced,74460,0.0,19,0,7.0,3,6,0,5,1.0,2.0,2.0,3.0,3.0,0,,No,No
1230,22,Non-Travel,Research & Development,8,3,Life Sciences,Female,3,Sales Executive,Divorced,108510,1.0,16,1,1.0,2,1,0,0,4.0,4.0,2.0,4.0,3.0,0,,No,No
1231,53,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manager,Married,21090,2.0,13,0,31.0,3,25,3,7,1.0,4.0,3.0,3.0,3.0,0,,No,No
1232,38,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,1,Manufacturing Director,Single,37220,5.0,14,0,6.0,0,3,1,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
1233,24,Non-Travel,Research & Development,1,5,Life Sciences,Male,3,Research Scientist,Divorced,93800,0.0,16,0,5.0,2,4,1,3,1.0,3.0,2.0,2.0,3.0,0,,No,No
1234,36,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Director,Single,54860,7.0,12,1,10.0,2,5,0,3,3.0,1.0,3.0,3.0,3.0,1,2016-05-22,Resignation,Salary
1235,34,Travel_Rarely,Sales,24,3,Marketing,Male,4,Research Scientist,Single,27420,0.0,11,1,13.0,2,12,2,11,1.0,2.0,3.0,3.0,3.0,0,,No,No
1236,21,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Manufacturing Director,Single,137570,1.0,12,1,0.0,3,0,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
1237,34,Travel_Rarely,Sales,15,2,Marketing,Female,2,Research Scientist,Single,84630,2.0,13,0,8.0,2,4,1,3,2.0,1.0,3.0,1.0,3.0,1,2016-05-03,Resignation,Stress
1238,53,Travel_Rarely,Sales,2,1,Life Sciences,Male,5,Human Resources,Divorced,31620,4.0,15,0,26.0,4,14,4,8,3.0,3.0,2.0,3.0,3.0,0,,No,No
1239,32,Travel_Frequently,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,165980,1.0,13,0,10.0,2,10,6,7,2.0,1.0,3.0,3.0,3.0,1,2016-01-30,Resignation,Others
1240,42,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,2,Laboratory Technician,Married,66510,0.0,20,0,10.0,5,9,4,2,3.0,2.0,3.0,2.0,4.0,0,,No,No
1241,44,Travel_Rarely,Research & Development,3,1,Life Sciences,Female,1,Manufacturing Director,Married,23450,3.0,15,2,24.0,0,22,5,17,1.0,4.0,3.0,3.0,3.0,0,,No,No
1242,46,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Research Scientist,Single,34200,3.0,13,2,22.0,3,2,2,1,2.0,1.0,2.0,1.0,3.0,0,,No,No
1243,33,Travel_Rarely,Sales,3,3,Medical,Male,1,Manufacturing Director,Single,43730,4.0,14,0,7.0,3,1,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
1244,44,Travel_Rarely,Human Resources,26,3,Life Sciences,Male,5,Healthcare Representative,Married,47590,2.0,21,0,9.0,2,4,1,3,4.0,4.0,4.0,3.0,4.0,0,,No,No
1245,30,Travel_Rarely,Research & Development,1,4,Technical Degree,Female,1,Research Scientist,Single,53010,1.0,16,1,10.0,3,10,1,8,4.0,3.0,3.0,3.0,3.0,0,,No,No
1246,39,Travel_Rarely,Human Resources,1,4,Medical,Male,1,Sales Executive,Married,36730,3.0,14,1,19.0,3,1,0,0,4.0,4.0,4.0,3.0,3.0,1,2016-06-06,Resignation,Stress
1247,24,Travel_Rarely,Human Resources,2,5,Human Resources,Male,3,Sales Executive,Married,47680,2.0,11,1,6.0,2,2,2,0,2.0,4.0,2.0,2.0,3.0,1,2016-09-08,Resignation,Salary
1248,43,Travel_Rarely,Sales,9,5,Technical Degree,Female,1,Research Director,Divorced,12740,1.0,19,0,6.0,3,5,1,4,4.0,3.0,2.0,2.0,3.0,0,,No,No
1249,50,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Research Director,Married,49000,1.0,11,0,3.0,3,3,0,2,1.0,3.0,3.0,2.0,3.0,1,2016-02-07,Resignation,Others
1250,35,Travel_Rarely,Sales,2,4,Marketing,Male,3,Manufacturing Director,Married,104660,1.0,13,0,2.0,1,2,2,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
1251,36,Travel_Rarely,Research & Development,25,1,Life Sciences,Female,4,Sales Executive,Married,170070,9.0,12,1,6.0,2,1,0,0,2.0,1.0,4.0,2.0,3.0,0,,No,No
1252,33,Travel_Frequently,Sales,9,2,Marketing,Male,4,Human Resources,Married,29090,2.0,11,0,10.0,2,5,1,3,3.0,1.0,3.0,2.0,3.0,0,,No,No
1253,35,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Research Scientist,Divorced,57650,1.0,14,1,1.0,2,1,0,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
1254,27,Travel_Rarely,Sales,8,2,Marketing,Female,3,Research Scientist,Divorced,45990,1.0,15,1,1.0,3,1,0,0,4.0,1.0,3.0,2.0,3.0,0,,No,No
1255,26,Travel_Rarely,Sales,4,3,Marketing,Male,2,Manager,Single,24040,1.0,12,0,1.0,6,1,0,1,1.0,3.0,2.0,3.0,3.0,1,2016-12-04,Fired,Fired
1256,27,Travel_Frequently,Sales,24,3,Life Sciences,Male,4,Healthcare Representative,Single,31720,1.0,20,1,9.0,1,9,1,7,4.0,3.0,3.0,3.0,4.0,0,,No,No
1257,30,Travel_Frequently,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,20330,1.0,14,1,12.0,3,12,3,7,3.0,4.0,3.0,1.0,3.0,0,,No,No
1258,41,Travel_Rarely,Sales,20,4,Marketing,Male,2,Sales Executive,Married,102090,1.0,13,1,23.0,2,22,15,8,2.0,3.0,3.0,3.0,3.0,1,2016-10-20,Resignation,Others
1259,34,Non-Travel,Research & Development,7,2,Technical Degree,Female,1,Research Scientist,Single,86200,0.0,13,1,10.0,2,9,8,7,2.0,3.0,3.0,2.0,3.0,0,,No,No
1260,37,Travel_Rarely,Research & Development,17,3,Life Sciences,Female,3,Sales Executive,Married,20640,4.0,16,0,8.0,3,1,0,0,2.0,2.0,3.0,2.0,3.0,0,,No,No
1261,46,Travel_Frequently,Research & Development,20,3,Technical Degree,Male,3,Sales Executive,Single,40350,4.0,14,1,14.0,2,9,0,8,1.0,4.0,2.7614364135407135,3.0,3.0,0,,No,No
1262,35,Travel_Rarely,Research & Development,8,4,Medical,Female,3,Research Scientist,Married,38380,1.0,16,1,1.0,2,1,0,1,4.0,4.0,3.0,3.0,3.0,0,,No,No
1263,48,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,1,Sales Executive,Single,45910,9.0,16,0,23.0,6,1,0,0,1.0,3.0,3.0,1.0,3.0,1,2016-03-20,Resignation,Others
1264,28,Travel_Rarely,Research & Development,10,1,Medical,Male,1,Sales Executive,Single,25610,1.0,22,1,2.0,3,2,2,2,3.0,3.0,2.0,3.0,4.0,1,2016-01-28,Resignation,Stress
1265,44,Travel_Rarely,Research & Development,1,1,Medical,Female,3,Research Scientist,Divorced,15630,5.0,12,2,9.0,3,4,1,3,2.0,1.0,2.0,3.0,3.0,0,,No,No
1266,35,Non-Travel,Research & Development,5,4,Technical Degree,Female,3,Manufacturing Director,Married,48980,2.0,15,2,10.0,2,4,2,3,3.0,1.0,3.0,3.0,3.0,0,,No,No
1267,26,Travel_Rarely,Research & Development,4,4,Life Sciences,Female,3,Sales Executive,Married,47890,7.0,20,1,5.0,2,2,0,0,3.0,4.0,2.0,3.0,4.0,0,,No,No
1268,33,Travel_Frequently,Sales,29,4,Life Sciences,Female,1,Human Resources,Single,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0,3.0,3.0,0,,No,No
1269,35,Travel_Frequently,Research & Development,15,3,Medical,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0,3.0,4.0,0,,No,No
1270,35,Travel_Rarely,Human Resources,3,2,Life Sciences,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0,2.0,3.0,0,,No,No
1271,31,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0,3.0,3.0,0,,No,No
1272,37,Travel_Rarely,Sales,4,3,Marketing,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0,3.0,3.0,0,,No,No
1273,32,Travel_Rarely,Research & Development,21,3,Other,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0,3.0,3.0,0,,No,No
1274,38,Travel_Frequently,Research & Development,25,3,Medical,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0,3.0,3.0,0,,No,No
1275,50,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0,3.0,3.0,0,,No,No
1276,59,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0,3.0,3.0,0,,No,No
1277,36,Travel_Rarely,Sales,1,2,Marketing,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0,3.0,3.0,0,,No,No
1278,55,Travel_Rarely,Research & Development,7,3,Medical,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0,3.0,3.0,0,,No,No
1279,36,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0,3.0,3.0,0,,No,No
1280,45,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0,3.0,3.0,0,,No,No
1281,35,Travel_Frequently,Human Resources,9,3,Other,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0,3.0,3.0,0,,No,No
1282,36,Travel_Rarely,Sales,7,2,Life Sciences,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0,4.0,3.0,1,2016-05-09,Resignation,Others
1283,59,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0,2.0,3.0,0,,No,No
1284,29,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0,3.0,3.0,0,,No,No
1285,31,Travel_Rarely,Research & Development,3,2,Medical,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0,1.0,4.0,0,,No,No
1286,32,Travel_Rarely,Sales,3,4,Life Sciences,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0,2.0,3.0,0,,No,No
1287,36,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0,3.0,3.0,0,,No,No
1288,31,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0,3.0,3.0,0,,No,No
1289,35,Travel_Rarely,Research & Development,2,4,Medical,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0,4.0,3.0,0,,No,No
1290,45,Travel_Rarely,Human Resources,14,3,Human Resources,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0,1.0,3.0,0,,No,No
1291,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0,3.0,3.0,0,,No,No
1292,46,Travel_Rarely,Research & Development,9,3,Medical,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0,3.0,3.0,0,,No,No
1293,30,Travel_Rarely,Sales,18,3,Life Sciences,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0,3.0,3.0,0,,No,No
1294,35,Travel_Rarely,Research & Development,20,4,Life Sciences,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0,3.0,3.0,0,,No,No
1295,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0,3.0,3.0,0,,No,No
1296,38,Non-Travel,Sales,11,1,Marketing,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0,4.0,3.0,0,,No,No
